gene_name,logFC,logCPM,F,PValue,FDR
TP53INP1,0.2726399896701804,4.729945129164041,0.048019878460643727,0.8265459192365502,0.904907564471041
DGLUCY,-0.2728035366223537,4.855290875308402,0.048013972029163465,0.8265564173159436,0.904907564471041
LMCD1,0.4273946774474925,0.04385615510137162,0.0480129319168879,0.8265582660794787,0.904907564471041
TNFSF12,0.31020522388566407,3.2250088037541094,0.04793458459753903,0.8266975861024644,0.9049801408733462
SNX25,-0.34654037587951136,2.5299639227399853,0.047925355406109794,0.8267140056359676,0.9049801408733462
CCSER2,-0.32674842196638726,2.888859044370465,0.04784196789038441,0.8268624344424829,0.9050936579543244
CIB2,0.3138255601136108,3.1388863717976623,0.04780055419701158,0.8269362007095051,0.905125440653261
ZNF487,-0.34926937674136843,2.4695196434541087,0.04776536507347892,0.8269989060594436,0.9051401164300288
TMEM204,0.34864632632930037,2.4767331949933378,0.04769306111178979,0.827127824285648,0.9051401164300288
KCTD12,-0.3119158539759913,3.1696900779011754,0.04768991071016641,0.8271334437901134,0.9051401164300288
GOLGA6L10,-0.4255885168164389,0.32644376795335645,0.047657177495982396,0.827191842917833,0.9051401164300288
SDHAP1,-0.3409858661704713,2.609389350526937,0.047613593769348185,0.8272696330014027,0.9051401164300288
SAMD12,0.3774501006067002,1.9224446429236084,0.04761158123035787,0.8272732259670825,0.9051401164300288
CCSER1,-0.3316339603126788,2.778987821719972,0.04760436487430715,0.8272861099092652,0.9051401164300288
UBTF,0.2726288754752886,4.440947386101049,0.04759240784283246,0.8273074600135104,0.9051401164300288
CHMP6,-0.286937063169345,3.754374502510613,0.047530685359907725,0.8274177144740822,0.9052117999774575
MROH8,-0.42407930899355395,0.4099785210153861,0.047501770132599624,0.8274693913463858,0.9052193941663035
FAM228B,0.36901105985564825,2.0748416458138936,0.04734098486045628,0.8277570454158765,0.9054104912521046
ATAD5,-0.4232619042852234,0.5085867204269686,0.04733515605953941,0.8277674830775514,0.9054104912521046
MLF1,0.37876675878616783,1.87690552169661,0.047315174991343516,0.8278032683810681,0.9054104912521046
SLC35E1,0.29830790273602176,3.439686679976006,0.04730412937068441,0.8278230540476988,0.9054104912521046
LNP1,0.423763500121871,-0.2257119983229557,0.04727470839445678,0.8278757667073813,0.905419205454754
ST13P4,0.4084920922513648,1.1309249056928714,0.047115197954038776,0.828161856156406,0.9056686452902583
PARM1,-0.38890030357225835,1.6328334299007972,0.047097650846249735,0.8281933586583119,0.9056686452902583
THAP1,-0.2963996224150773,3.4629141598179567,0.04702033083666859,0.8283322453084924,0.9057715743754305
ZNF264,-0.3505378844862834,2.3901065336995724,0.04696786342252765,0.8284265584010269,0.9057911776639396
C19orf54,0.3641545756739215,2.137180353753362,0.04696055516305229,0.8284396997789241,0.9057911776639396
FUT9,-0.373793364202546,1.9344717397684545,0.04686643294438182,0.8286090418192513,0.9058626050272998
MED14,0.30426901768632636,3.27286293303872,0.04685020865307523,0.8286382500884784,0.9058626050272998
MTARC1,-0.3608469770752335,2.1911533486359835,0.046849609496837655,0.8286393288389087,0.9058626050272998
CTB-3M24.1,0.4102631356608223,-0.7233719139038277,0.04680908346298397,0.8287123106780134,0.9058934474944413
COX18,0.33670840963462284,2.627654195284112,0.046698743181400854,0.828911186185497,0.9060618978210636
RP11-447D11.3,-0.4048930900326567,-0.8096954033110658,0.04663330813875321,0.8290292414104271,0.9061419921104085
RP11-365O16.1,0.42175681192561565,0.1684806279355781,0.046566011828381736,0.8291507451162493,0.9062246739603442
WIZ,0.27979850741103446,3.888647086336481,0.04654181387997545,0.8291944570484692,0.9062246739603442
GBP1P1,0.38603849364478576,1.6508509333932915,0.04648851511137291,0.8292907795773259,0.9062809961518249
SPATC1L,0.3009099597410479,3.3184468165459813,0.046448327405202224,0.8293634457661512,0.9063114610940254
RNF170,0.2963709189804028,3.415803915928567,0.046384784779372024,0.8294784087698366,0.906363267158298
C3orf33,-0.38759029733738976,1.5965986795541487,0.04637261442973218,0.8295004370894252,0.906363267158298
ZNF554,-0.3837386681944519,1.6806209336590614,0.0463196209318967,0.8295963905397206,0.9064191664455316
SNORD46,0.418576210262998,0.3369337653186781,0.0462546285981909,0.8297141483004896,0.9064988818562932
CSNK1G1,-0.34027294039201655,2.5293071723093665,0.04619972938918455,0.8298136860712322,0.9065586836006577
CA14,-0.41707390660082655,-0.10309966915736188,0.04601538094449917,0.8301483817687426,0.9068456688949417
PRSS41,0.36226017452899584,2.100407529752923,0.04596958763042545,0.8302316309779916,0.9068456688949417
YTHDC2,0.28783900792726896,3.5936092762610037,0.04596227234177749,0.8302449337047628,0.9068456688949417
ENSG00000280968,0.40733186527891235,-0.6443614530216326,0.045956385661832376,0.830255639335196,0.9068456688949417
ZKSCAN2,-0.413100297806954,0.7168248168727017,0.04589869950042917,0.8303605864789906,0.9069113438442474
SCUBE2,-0.2664033088835882,4.728294055878075,0.04586994759958851,0.8304129199271513,0.9069195506652583
EMX2,-0.4138906762286312,0.6416192609043194,0.04583346581310224,0.830479347806143,0.906942466513748
RAB21,0.289330701630492,3.542683040642017,0.04580220987361646,0.830536282194014,0.906942466513748
ANO10,-0.2688961726026522,4.298995242123833,0.04578460242046368,0.830568364070485,0.906942466513748
CTB-167G5.6,0.402606616608537,1.1186336389431006,0.04575610122322724,0.8306203087035142,0.9069502453386364
AC006014.8,-0.39881683047775046,-0.9039271815982326,0.045688942480845214,0.8307427752813185,0.907035021735147
FMR1,0.2668263592789935,4.4531659835398765,0.04563009185620668,0.8308501690812189,0.9070858126347761
BPTF,-0.2844714982634084,3.6570698340191288,0.04561432740115789,0.8308789492061069,0.9070858126347761
TOP3A,-0.3335643270986785,2.603237347373357,0.04546315825654637,0.8311551931615956,0.9072965858905335
CBX7,-0.278570818394443,3.819456752510229,0.04545960572616193,0.8311616907661389,0.9072965858905335
CTDSP2,0.26554189812018564,4.956441342394752,0.04535623171178158,0.8313508789713717,0.9074278529879772
NUDT9P1,-0.3574228059435598,-2.158925953241671,0.04533131693600558,0.8313965100236262,0.9074278529879772
OAF,0.33187841213701125,2.624657779545596,0.04529702322977806,0.8314593398955757,0.9074278529879772
OSTCP5,-0.34897709879184957,-2.5284141529905937,0.04528743472183852,0.8314769115522351,0.9074278529879772
TOB2P1,0.3687531785461693,-1.9329592301704586,0.04527147400743121,0.8315061650656326,0.9074278529879772
FBXO9,0.26782377891336984,4.2679025527592,0.04522977278533769,0.8315826223852638,0.9074623504268896
RALGAPA1,-0.30363158390355366,3.1666329201605783,0.04517424506938393,0.8316844871712104,0.9075245684808803
FBXO48,0.4110661059775871,0.6467633955615104,0.04511103866000265,0.8318005180729162,0.9076022368943361
SLC25A33,0.3677443333077693,1.9175015753401816,0.04507460426614622,0.8318674409613737,0.9076263166102337
CRY2,-0.3233797978489132,2.759013329898994,0.044934022004481634,0.8321259285156726,0.9078593930832282
SHPRH,0.36581392623653625,1.9354347565031111,0.044817191180316664,0.8323410661365864,0.9080451516753196
TBC1D14,-0.2692912493142121,4.09422142301926,0.04474663393458686,0.8324711353977976,0.9081380896422684
ZNF568,-0.37134293292341447,1.7895735373068549,0.04453975400261971,0.8328531284789022,0.9085058250550182
SLC22A18,0.30898867097599875,3.0099461308730975,0.04446711249913465,0.8329874770072085,0.9086033958946076
FAM91A1,0.2631524809771253,4.4717618343902394,0.044426098762990425,0.8330633814497787,0.9086372102003164
MTMR4,0.2810644003723228,3.626904638209688,0.04419065279688058,0.8334998328592541,0.9090548570984219
CCDC103,-0.40409440745307545,0.7838737718902202,0.04417109546800039,0.8335361412702802,0.9090548570984219
HSD17B13,-0.396533377172797,-0.7322555751668901,0.04401138822972057,0.8338329542814318,0.9092822802809996
SNTA1,-0.3290230487314224,2.5879134328257547,0.04401053378859123,0.8338345437555832,0.9092822802809996
ZNF564,0.3004071473881294,3.148762127820548,0.043964872388772364,0.8339195088206879,0.9093259288132036
DEGS1,-0.27183972974132525,3.88130717961066,0.04387352249210081,0.8340896277339902,0.9094624214461307
RPL39P40,0.4026947819264029,-0.36057343547804666,0.043846861980795404,0.834139311865604,0.9094675885338918
CDKN1C,-0.3049790609857781,3.042119887409568,0.04380384141749553,0.8342195176067506,0.9095060311838685
CEP128,-0.40465286324638355,0.6674309226365891,0.04371608682940469,0.8343832511513235,0.9096054097714047
GPRC5B,-0.39431077237336387,1.091324998073019,0.043706807817987456,0.8344005740635934,0.9096054097714047
SLFNL1,-0.40717876459586977,0.11855976662936356,0.043583110637406226,0.8346316869143076,0.9097899228929914
UHRF1BP1,0.3803607690072601,1.4832868298538384,0.04355276323686765,0.8346884395399193,0.9097899228929914
C6orf52,-0.3835232700024413,-1.1061026343190044,0.043530834315396595,0.8347294616240841,0.9097899228929914
TTYH3,0.26594978906682587,4.0717758860920235,0.04348435474387353,0.8348164458797765,0.9097899228929914
AC141586.5,-0.4028137688868727,-0.20351008382988575,0.043474128099226024,0.8348355910574035,0.9097899228929914
SHISA4,0.27590797398811917,3.71019542683483,0.04347198729732054,0.8348395991241446,0.9097899228929914
AGT,-0.40247459068996266,-0.2801730595478147,0.04342522152192735,0.8349271809723839,0.9098363674390754
ERCC4,0.37907395201099314,1.4847903534989624,0.043291300715863616,0.8351782572859776,0.9100609604836702
PRKCH,0.2790349763428854,3.5886498453553353,0.04311022156548971,0.8355183917815545,0.9103825673200018
INSIG1,-0.2857552760222702,3.412101613351557,0.04307101213840379,0.8355921398678704,0.9104138999691126
WDR91,0.31214737948571997,2.8406154900411567,0.042980887305346896,0.8357617863846544,0.9105089500684661
RP11-710M11.1,0.37957221305158617,-1.193076607486702,0.0429768598422039,0.8357693718098191,0.9105089500684661
SH3TC2,-0.38348216533633206,1.2941342253609884,0.04277735132354805,0.8361455962310612,0.9108546197874455
EVC2,-0.403349936116506,0.1559768469389003,0.0427573979303065,0.8361832737471555,0.9108546197874455
YIPF4,0.28243058983350133,3.466139088236027,0.0427369880193836,0.8362218227801991,0.9108546197874455
RP11-1099M24.6,0.3985912923416264,0.7290538384384884,0.04270232469716179,0.8362873148136456,0.9108546197874455
C19orf25,0.27579878980316347,3.6393648295666168,0.042689402837084715,0.8363117361517644,0.9108546197874455
TCP1P1,-0.3442147118397323,-2.38031251278413,0.04265127846897261,0.8363838107908002,0.910858254185235
CD99P1,-0.37299356737338124,1.5657622345201172,0.04264002020659999,0.8364051011127182,0.910858254185235
RP11-488L18.3,-0.3725298673823762,-1.3466437325799583,0.042566740685971376,0.8365437505262159,0.9109515166044907
ZC3H4,-0.2860260712640768,3.3637595729421377,0.04254718215474754,0.8365807775172349,0.9109515166044907
RORC,-0.39274372547004416,0.9312668764743656,0.0424497297791558,0.8367654006509675,0.9110833772117196
AC024560.3,0.36153519731900097,1.8122746855864647,0.042435739568095564,0.8367919231766646,0.9110833772117196
RP11-111F16.2,0.35544376283036067,1.9336721133416188,0.04231731814893929,0.837016608314999,0.9112789771469927
CSNK1D,-0.26745189679609993,6.0377668007517435,0.04225992195102613,0.8371256260487107,0.9113486330820283
ARHGAP42,0.3615544742849649,1.7838579149270148,0.042146809745963514,0.8373406962759098,0.9115337308555539
GABPB2,0.3292829033841848,2.450360639304154,0.04209944015377788,0.8374308536109107,0.9115828351614814
ASCC1,0.270330951884952,3.7321098304669476,0.04196649558161157,0.8376841663281378,0.9117934872747142
R3HDM2,0.261742799696706,4.045933859582096,0.04195059524059175,0.8377144908289702,0.9117934872747142
WWTR1,0.3250816907375234,2.5055606118424176,0.041876107703386505,0.8378566303051138,0.9118991455585185
RP1-152L7.5,0.3973806331533841,0.49385931926593,0.041773537081564976,0.838052574539677,0.912063348884546
CAPN10,-0.2821224456809211,3.392448633200147,0.04173452922889645,0.8381271583697204,0.9120719307712664
DCST2,0.39006665769554855,0.911405079859869,0.041718684401374655,0.838157464381001,0.9120719307712664
TPGS1,-0.271615483533133,3.6669639011324175,0.04169870764932247,0.8381956819679994,0.9120719307712664
BRIP1,0.3956184883395834,0.6632872954552503,0.04156906538941591,0.8384439330686692,0.9122930034760725
TNKS,-0.2763621610372724,3.519597804073279,0.04154042657311533,0.8384988276998128,0.9123036766590876
MED22,0.31137864182341907,2.748955349677251,0.04149911209424246,0.8385780536650096,0.9123259787806115
CD82,-0.2749532933992922,3.5533336567589635,0.041482044218510566,0.8386107955577964,0.9123259787806115
PLEKHG5,-0.2985413453518026,3.003230741389054,0.04145922303115525,0.8386545851889378,0.9123259787806115
CTIF,0.3020086384268076,2.9288803082036226,0.041399886529384027,0.8387684997224795,0.9124008489347581
SNN,0.2651620791341362,3.8266557981926583,0.04124645539750305,0.8390634523467296,0.912672631201208
RP11-758I14.3,0.34743947188761504,-2.1185951133717253,0.041204698286544106,0.8391438241445623,0.912710991268825
NRARP,-0.2859957558384383,3.252078839929398,0.041154969797162676,0.8392395941517283,0.9127660944724655
SWT1,-0.32016638750063703,2.5441567957387146,0.04107105059370445,0.8394013473262594,0.9128877059936836
OTUB2,-0.39419129346578685,0.414526742315749,0.04105016123790157,0.8394416380244364,0.9128877059936836
RP11-660K21.1,-0.39455754736218107,0.021147141542183914,0.040986374136453896,0.8395647345675747,0.9129725066624503
NCOR1,0.25369270528085375,4.34920809988655,0.04094160191318724,0.8396511957084783,0.9129977715562324
MTM1,0.3412061306435201,2.110576254792244,0.04092761960530638,0.8396782074950079,0.9129977715562324
ANO5,0.3911310357054423,0.6462779422498257,0.04084434616025397,0.83983917926045,0.9131116424019713
LMNTD2,0.35451756456738964,1.8183649185548962,0.040819567785222145,0.839887110073922,0.9131116424019713
RAB40A,0.3937099618128856,-0.09444712638209214,0.04080344290797316,0.8399183098605334,0.9131116424019713
KLHDC4,0.2762793978835409,3.4541833732912344,0.04075664585914076,0.8400088931276153,0.9131610590113514
ACRV1,0.3454215729156396,-2.1316408099156128,0.040714788018257446,0.8400899616251493,0.913200127503889
STS,0.33465874191631356,2.217046365561732,0.04063195881576727,0.8402505096427517,0.9133255835099421
ZNF414,0.31626826638969135,2.580231701406823,0.04053224865288642,0.8404440041127026,0.9134717016876926
AGAP5,-0.3678642779826632,-1.1760059604242874,0.04051617298678498,0.8404752232281425,0.9134717016876926
METTL25,0.30531617765585406,2.7910303643178924,0.040484797300652194,0.8405361737146941,0.9134848550216362
PGLYRP3,0.39253383455490753,0.2500890463300795,0.04046347264538274,0.8405776130715525,0.9134848550216362
CERT1,-0.25068840522810215,4.489218892576158,0.04036875354151072,0.8407618143990917,0.9136359655424316
UBB,0.27819862940276174,10.184867626714244,0.04031642483264371,0.8408636750613113,0.9136656314055109
CES4A,-0.31411763325113096,2.6022364961841027,0.040308339616594004,0.8408794195040687,0.9136656314055109
PON3,0.34304274517633915,2.014480376679484,0.040257144823445244,0.8409791499207815,0.913724930124947
ZNF793,0.38618737336015546,0.7088404630163582,0.04015125901813195,0.8411856311158471,0.9139002011076063
GNL3LP1,0.33900717072443304,-2.4547831164676746,0.04009143015087087,0.8413024248251337,0.9139780181647472
RAB2B,0.2609907378824855,3.8338665528988165,0.03998414059583468,0.8415120951872186,0.9141567212172312
AGAP4,-0.3522556171792297,1.771009972938649,0.039893718268228635,0.8416890300994933,0.9142998456121562
ZNF704,0.36009799673178844,1.5736311753292542,0.039865682314379515,0.841743932110569,0.914310401323601
SDR16C5,-0.3884946872079487,4.3990575960645807e-4,0.039824979298497626,0.841823675410111,0.9143479373013202
ZNF37BP,-0.36789249614471814,1.3571970993042315,0.03978304463565354,0.8419058760191662,0.9143881381164632
SERPING1,0.25570914424550123,4.003649988570478,0.0397478491262706,0.8419749012702534,0.9144140257193849
CROCCP2,-0.26417533067645776,3.693739346841647,0.03971943861742479,0.8420306429934921,0.9144254849446312
GPBP1,0.24964612046288273,5.237687420580672,0.03949101953291518,0.8424795589468459,0.914838579612071
RASAL2,0.3728847419397779,1.1525007205776685,0.03946723900077652,0.8425263727179719,0.914838579612071
PIEZO1,0.24716909327324313,4.7950373864121705,0.03945693312410415,0.8425466651668176,0.914838579612071
CDADC1,-0.3345523119686076,2.1142058935822328,0.03937218560195038,0.842713639067816,0.9148839796931263
RP11-691N7.6,-0.3855354235471461,0.04086599913709595,0.039356552084434705,0.8427444614227548,0.9148839796931263
TMF1,0.25723241868524166,3.888436469328746,0.039352656434369575,0.8427521429051769,0.9148839796931263
RP11-146E13.5,-0.38665095040527353,0.3142759097006809,0.039320886174053486,0.8428148025857446,0.9148839796931263
AC010547.9,-0.3852502952145487,0.5196017380507815,0.039314420681587046,0.8428275575344475,0.9148839796931263
ZNF638,-0.24793038380864582,5.098146093621929,0.039298102045617865,0.8428597553466399,0.9148839796931263
PACRGL,-0.32812083723815066,2.23227603912134,0.03926083920204095,0.8429333036037034,0.9149147346682905
CCDC57,0.25484918082969005,3.960089180382114,0.03917373093061721,0.8431053768681598,0.915052419058529
COP1,-0.2546023749800358,5.801077284876466,0.039133576334959654,0.8431847650101907,0.9150894995967395
TNK2,-0.24589042319094614,4.6597498991620245,0.03904669627970134,0.843356677278712,0.9152269851300406
POU3F1,0.262523466309367,3.6699231869751188,0.03898878644680693,0.8434713756646652,0.9153023696344988
PAFAH1B1,0.24588997184359998,4.966168883108012,0.03889149151376733,0.8436642810891362,0.9154430821627363
PCGF3,0.24658042194956678,4.415227045604533,0.03887776001941904,0.8436915265259634,0.9154430821627363
SPAG8,0.3762025537220813,-0.634121033214293,0.03882768942564174,0.8437909167991855,0.915501833856918
ABHD11-AS1,-0.38331384419149434,0.13056218319205948,0.03878210265897259,0.8438814645763502,0.9155509857756927
NOXA1,0.2988070638238366,2.7852768387026483,0.038690969849865475,0.8440626451092765,0.9156984572049223
CCT6P1,0.3456402731056429,1.7947590133133209,0.038622060592413895,0.8441997903467852,0.9157978807539199
FEZ1,0.33167636571170656,2.1027635619176204,0.038581402719159406,0.844280768457997,0.9157978807539199
LRRC27,-0.33963639322117967,1.9252048041441132,0.03857673648570192,0.8442900650093588,0.9157978807539199
RPL19P5,-0.3388290709175385,-1.9088118360500528,0.03853203449135423,0.8443791545397885,0.9158454219614398
UPF3AP2,-0.3817775196435186,0.011585598479055288,0.03840162751279193,0.84463935822616,0.9160615769512542
PPM1M,0.25169301264564087,3.986923802388557,0.03838679415438251,0.8446689845691376,0.9160615769512542
CA3,-0.35952013852849235,-1.0850689933059967,0.03834677840545792,0.844748936808966,0.9160991873267285
SMIM8,0.34841630396190115,1.686400004440057,0.0382242617007935,0.8449939972455622,0.9163158378490863
IBA57,-0.3568923769126626,1.4466681133407093,0.0380914230351703,0.84526016504998025,0.916555352863531
DNASE1,-0.3268134735437588,2.1494264434603814,0.03798331073030323,0.8454771446633542,0.9167415079982302
AK1,-0.3420404854886843,1.8082412729499233,0.0378983509184997,0.845647882616611,0.9168182476180716
CDK12,0.2589052014771426,3.668209423077072,0.0378829063143013,0.8456789419163102,0.9168182476180716
IKBKG,0.26011172377965425,3.6298704884469704,0.037880128564865244,0.8456845287036736,0.9168182476180716
FRZB,-0.3742268784465384,0.770535943597517,0.03785444396223638,0.8457361972941466,0.9168182476180716
PATL1,0.24635481931480777,4.164354757512773,0.03783542854779095,0.8457744614917985,0.9168182476180716
VTRNA1-1,-0.3790047139546715,0.17428064072207822,0.037804145149143646,0.8458374339377848,0.9168373942431474
LINC01881,-0.36239747502355024,1.2081109591263544,0.037623751977018664,0.84620108809526,0.9171475403735384
S100PBP,-0.2828254071904081,3.034757882623667,0.037600871466970935,0.8462472774514502,0.9171475403735384
SNX16,0.3009653581947981,2.652254148891256,0.03759479986914989,0.8462595367588008,0.9171475403735384
FCMR,0.2715556380336824,3.296502392072154,0.03753460420954463,0.8463811348600073,0.9172291533657475
E2F8,0.3036836907768414,2.5880067742845596,0.03750369274260214,0.8464436168113709,0.9172291533657475
CD1A,0.3532440116650322,-1.2752629919596563,0.03748455837430015,0.8464823068708889,0.9172291533657475
AC104297.1,-0.3474347474579671,-1.3764984012784383,0.037455460354167934,0.8465411632667715,0.9172291533657475
PPP2R3C,0.2561798616436951,3.704530245742161,0.03744541574148655,0.8465614859529874,0.9172291533657475
SAMD4B,0.24237832828435227,4.345431102332801,0.03736105443865632,0.8467322810432301,0.9173321841882555
ST3GAL1,0.243706721844417,5.338718999413915,0.037347817337848636,0.8467590985871319,0.9173321841882555
UBASH3B,-0.3028473688099862,2.5882032359566467,0.037312813001169,0.8468300389633722,0.9173321841882555
MYLK4,0.3521049245529913,-1.2296366502863205,0.03729186497084198,0.8468725091033464,0.9173321841882555
SIRT4,0.33647310914275674,-1.8455753878813987,0.037275546684632156,0.8469056014515011,0.9173321841882555
F2R,0.3261988104122954,2.099497975577473,0.03726421664282316,0.8469285824069674,0.9173321841882555
APLNR,-0.37566902209938996,0.05892877397674331,0.03714113052251567,0.8471784743925517,0.9175377350062501
FA2H,-0.3233431185289776,2.138014769639695,0.03707687521384454,0.8473090974733641,0.9175377350062501
CCDC149,-0.34697951738582977,1.5834248704553886,0.03705830695164837,0.8473468663078864,0.9175377350062501
ZNF677,-0.3401810690520552,1.744954535349195,0.03701652754611526,0.8474318837395076,0.9175377350062501
GAMT,0.25288852226926495,3.762858345726346,0.03699965506152985,0.8474662318713739,0.9175377350062501
EXOC8,0.2813102302201161,3.018311839953178,0.03698794575492049,0.8474900738464892,0.9175377350062501
VAV2,0.254209012245128,3.7167269834576793,0.03697981127507366,0.8475066392203225,0.9175377350062501
INTS2,0.32182765632973365,2.1605071903994224,0.03696522363622822,0.8475363507930118,0.9175377350062501
TMX2P1,-0.32167312324473984,2.1766125905230345,0.03695727517613127,0.8475525424863919,0.9175377350062501
SOCS7,0.3215619149176037,2.1669900473994472,0.03694782360073861,0.8475717985044146,0.9175377350062501
OFCC1,-0.3702215733924009,-0.34786854513421206,0.03691690406614041,0.8476348097800256,0.9175568595676894
FAM207A,-0.2608391841296604,3.5091282937796877,0.03688909182807733,0.8476915120394393,0.9175691529965794
CEACAM1,0.24022446686386337,4.398540644176842,0.03685755469117946,0.8477558352658199,0.9175896938541784
KIF18B,0.3350955828573372,1.8702698653675414,0.0368170500801882,0.8478384904468947,0.9176300735019745
EPB41L4B,0.32326744222290105,2.1121562011636446,0.0367885616350045,0.8478966532448168,0.9176439417237454
RP11-308D16.2,0.35103423528032396,1.4362206058995812,0.03675144539237482,0.8479724658300213,0.9176769090849546
TROAP,-0.2771169283612478,3.091764065773452,0.036645517193684585,0.8481890502990903,0.9178622082893253
SH3TC1,-0.26717681634352924,3.3138455084253784,0.036591603423774065,0.8482994088798802,0.917932542175635
ZNF212,0.27272998099679563,3.173559975030688,0.03651142026440075,0.8484636954742829,0.9180612201444903
ZNF829,-0.37138814981431856,0.4356609913526589,0.036450455749704756,0.848588730317785,0.9181474151417164
SMIM27,0.3053444633901804,2.450448300811556,0.03630549850829281,0.8488864654714188,0.9184204474583841
C18orf25,-0.2827459248627519,2.9227152884744045,0.03624133338827277,0.8490184541810712,0.918514137101902
GUSBP5,-0.36524789932013163,-0.43218874380738087,0.03613427782066745,0.8492389390560636,0.9187035515530311
SLC2A12,0.32328454908249693,-2.150742713334394,0.03607875737200908,0.8493534187333982,0.9187782758510805
CENPBD1,0.32822112039182544,1.9270730802690723,0.03601611760919138,0.8494826876103345,0.9188689893513188
RN7SL233P,-0.3239047688120343,-1.8942629553367512,0.035923720089142054,0.84967357996659,0.9190263465161401
NPIPB1P,-0.32437818265064433,-2.0074104254582155,0.03587153026683561,0.8497815160233391,0.9190535078387432
TSPY26P,-0.3518448799853474,1.2786859265123116,0.035867657061408556,0.8497895296102241,0.9190535078387432
INF2,0.24230849950499694,4.016113996971006,0.035779343538491,0.8499723703377409,0.9192021224832551
CYP51A1P2,-0.35908231871143464,-0.6187663387444112,0.035721121346087396,0.8500930390624591,0.9192834889604992
AKAP3,0.3629696621979723,-0.4475159591917598,0.0356607496370132,0.8502182703906955,0.9192885623309335
VAPA,0.24112636792643988,5.632949741222027,0.03565504434243684,0.8502301107757677,0.9192885623309335
BEND3P1,-0.36386055885133234,0.7264935494058837,0.03565315961043287,0.85023402243753,0.9192885623309335
TAF1,0.25021987544496266,3.6828966587459284,0.03553806902637202,0.8504730900994968,0.919497915054676
PFKFB1,-0.3360039614322375,-1.7097508176547662,0.035510593325641014,0.850530222234122,0.9195105544108276
CALCOCO1,0.23412373058780583,4.769914974494206,0.03541496786173041,0.8507292415594123,0.9196765788521588
PRSS22,0.26041119995270223,3.372919218540911,0.03539023560196919,0.8507807605410805,0.9196831395666843
SNIP1,0.29571192912126665,2.5713503776702185,0.03535702878179836,0.8508499619312831,0.9197088130170681
PRKDC,0.23400673475923406,4.908834679253217,0.03529272312917649,0.8509840674978881,0.9198046368153285
SULT1A4,0.310299641118681,2.2468518094393075,0.03524221706505437,0.8510894835623553,0.9198417515630891
CNNM2,0.3491376146093057,1.2706214852795907,0.03523271680668602,0.8511093212016663,0.9198417515630891
CFAP45,-0.35901273296091,0.8701573418110409,0.035209189506843735,0.8511584608495275,0.9198457303615781
ST3GAL3,0.340612046060857,1.498158998358148,0.035060312009722476,0.8514698045533263,0.92013305715015
RPS4XP16,-0.3612144685884667,-0.32884917349437953,0.035008793541025526,0.8515777031167556,0.9201901491290609
NR1I3,0.36328894997539535,-0.11572851372253465,0.0349732433562173,0.8516522061602915,0.9201901491290609
SRRM3,-0.2809202233791425,2.851568283532013,0.03495913635162256,0.8516817812775375,0.9201901491290609
SOAT1,-0.2701093430892349,3.0943558806042835,0.034948284202320455,0.8517045368439922,0.9201901491290609
TANC2,0.3008784835306332,2.4146133382180857,0.0348675939194678,0.851873848819587,0.9203239365117108
LINC01399,0.32374765323085974,-1.9724803328351566,0.034808208791899935,0.8519985858555377,0.9203633909036119
CARS2,0.23573722253371715,5.397525870014152,0.034790910210853065,0.852034941815387,0.9203633909036119
SUMO2P3,0.3636318187733209,0.3113068753326471,0.03478525942038914,0.8520468199553921,0.9203633909036119
ZNF605,0.3237827675202724,1.89352251391559,0.03475889811672076,0.8521022454447682,0.9203741292075844
HGS,0.23850284641768255,5.684949222335442,0.034716839439873075,0.8521907202146008,0.9204205617049611
NFKB1,0.23186675633681053,4.563979825685494,0.034639806715697996,0.8523529104154611,0.9205057222017822
TRAF2,-0.25803319744588404,3.3593252229653516,0.03460054944950378,0.8524356372446905,0.9205057222017822
NXF1,0.23213587085276594,5.016908751697047,0.03459109003988639,0.8524555783150842,0.9205057222017822
CMTM6,0.24742236530278983,6.678810504416665,0.034585283913249415,0.8524678194168713,0.9205057222017822
CTXN1,-0.2524672490465719,3.5074832523222716,0.03455692178186972,0.8525276308034258,0.9205057222017822
LTBP3,0.26499780958951324,3.1816462172944777,0.034549866873119395,0.8525425124676846,0.9205057222017822
LTB4R,-0.35220648421889716,1.0347342481795871,0.034489361402807436,0.852670207649831,0.9205944750717283
ZNF462,-0.3576690303109254,0.6950494388835792,0.03441648168333214,0.8528241722943435,0.9207115790629057
MTHFSD,-0.2561199022089274,3.385219511660266,0.034349384942462244,0.852966069058071,0.9208156427331449
FBXL4,-0.28350491469936917,2.739357876582279,0.03430393963825568,0.8530622586194624,0.9208246613425785
CTC-412M14.5,0.32477644084104895,-1.6667330462757548,0.03430243890271676,0.8530654362010366,0.9208246613425785
TBC1D3E,-0.3415458376741786,1.353481204384669,0.034248905737328306,0.8531788316782016,0.9208640340989206
TRIM14,0.2579916459857612,3.3262768852187174,0.034242253681697636,0.8531929286526594,0.9208640340989206
TFDP2,0.2868972170951274,2.6469336363462266,0.034096438035598864,0.853502296305372,0.9211488061090833
AMBRA1,0.2794759662326854,2.8008330615786643,0.03399812155466125,0.853711274317184,0.9213252072431048
SEZ6L,-0.35435734975903616,0.7244139416893324,0.033815781115726404,0.8540996793600979,0.9216280821877371
LCE1F,-0.35257150274409793,0.8157530985888136,0.03378837445863805,0.8541581520380122,0.9216280821877371
